1.650	21.270	15.006
1.650	21.266	15.009
1.650	21.266	15.009
1.650	21.263	15.014
1.650	21.244	15.017
1.650	21.267	15.022
1.650	21.271	15.025
1.650	21.267	15.030
1.650	21.267	15.036
1.650	21.265	15.038
1.650	21.266	15.041
1.650	21.265	15.045
1.650	21.265	15.048
1.650	21.246	15.051
1.649	21.256	15.056
1.650	21.268	15.061
1.649	21.268	15.063
1.650	21.268	15.067
1.650	21.266	15.070
1.650	21.266	15.075
1.649	21.266	15.080
1.649	21.265	15.084
1.649	21.263	15.087
1.650	21.243	15.090
1.650	21.266	15.092
1.649	21.267	15.097
1.650	21.268	15.099
1.649	21.267	15.103
1.650	21.266	15.106
1.649	21.266	15.111
1.649	21.266	15.114
1.650	21.270	15.117
1.650	21.267	15.119
1.650	21.267	15.129
1.650	21.266	15.131
1.650	21.267	15.137
1.650	21.264	15.137
1.650	21.266	15.142
1.650	21.266	15.147
1.649	21.266	15.149
1.649	21.266	15.153
1.650	21.264	15.157
1.650	21.244	15.162
1.649	21.267	15.167
1.650	21.267	15.171
1.650	21.267	15.175
1.650	21.268	15.176
1.650	21.267	15.182
1.649	21.266	15.184
1.650	21.266	15.188
1.649	21.267	15.189
1.650	21.254	15.192
1.649	21.252	15.199
1.650	21.268	15.199
1.650	21.271	15.203
1.649	21.268	15.208
1.649	21.266	15.211
1.649	21.265	15.214
1.650	21.265	15.219
1.650	21.265	15.221
1.649	21.267	15.223
1.649	21.243	15.225
1.650	21.267	15.228
1.649	21.267	15.231
1.649	21.267	15.232
1.649	21.268	15.236
1.650	21.266	15.239
1.649	21.265	15.244
1.650	21.266	15.248
1.649	21.265	15.251
1.649	21.257	15.252
1.649	21.250	15.256
1.649	21.268	15.260
1.649	21.267	15.261
1.649	21.269	15.264
1.650	21.265	15.266
1.649	21.266	15.269
1.649	21.266	15.268
1.650	21.265	15.273
1.650	21.261	15.275
1.649	21.244	15.280
1.649	21.268	15.281
1.649	21.267	15.281
1.649	21.270	15.284
1.650	21.267	15.290
1.649	21.266	15.290
1.649	21.266	15.291
1.649	21.266	15.292
1.649	21.265	15.297
1.649	21.246	15.298
1.650	21.260	15.303
1.649	21.268	15.306
1.649	21.267	15.307
1.649	21.270	15.309
1.649	21.266	15.310
1.649	21.267	15.311
1.649	21.266	15.313
1.649	21.266	15.316
1.649	21.264	15.315
1.649	21.243	15.319
1.649	21.268	15.321
1.649	21.268	15.324
1.649	21.269	15.324
1.648	21.267	15.323
1.648	21.266	15.327
1.649	21.266	15.330
1.649	21.266	15.330
1.649	21.266	15.331
1.649	21.244	15.334
1.650	21.261	15.336
1.649	21.270	15.340
1.649	21.267	15.340
1.649	21.269	15.342
1.649	21.266	15.342
1.649	21.266	15.345
1.649	21.266	15.345
1.649	21.266	15.348
1.649	21.263	15.346
1.649	21.245	15.349
1.649	21.267	15.349
1.650	21.269	15.353
1.649	21.269	15.353
1.650	21.269	15.355
1.649	21.267	15.354
1.649	21.267	15.356
1.649	21.267	15.356
1.648	21.269	15.360
1.648	21.267	15.360
1.647	21.267	15.362
1.647	21.268	15.361
1.647	21.267	15.361
1.647	21.266	15.364
1.647	21.267	15.365
1.647	21.267	15.365
1.647	21.267	15.367
1.646	21.268	15.369
1.646	21.269	15.367
1.646	21.245	15.373
1.644	21.264	15.370
1.643	21.269	15.374
1.640	21.269	15.373
1.639	21.270	15.374
1.639	21.268	15.375
1.639	21.267	15.374
1.638	21.267	15.376
1.639	21.268	15.376
1.638	21.257	15.378
1.637	21.247	15.381
1.637	21.269	15.381
1.637	21.268	15.380
1.636	21.270	15.382
1.636	21.268	15.385
1.636	21.267	15.382
1.634	21.267	15.384
1.634	21.267	15.386
1.634	21.269	15.386
1.634	21.244	15.385
1.634	21.266	15.387
1.633	21.270	15.387
1.631	21.267	15.389
1.632	21.268	15.389
1.631	21.266	15.389
1.630	21.265	15.390
1.630	21.266	15.387
1.628	21.266	15.392
1.628	21.249	15.389
1.628	21.260	15.393
1.627	21.267	15.394
1.626	21.268	15.394
1.625	21.270	15.394
1.624	21.267	15.394
1.623	21.266	15.394
1.621	21.266	15.395
1.619	21.269	15.396
1.620	21.267	15.396
1.619	21.266	15.396
1.619	21.266	15.398
1.620	21.266	15.400
1.618	21.265	15.397
1.618	21.268	15.399
1.616	21.264	15.400
1.616	21.261	15.401
1.617	21.261	15.399
1.616	21.260	15.400
1.616	21.242	15.401
1.617	21.252	15.401
1.616	21.262	15.402
1.616	21.261	15.402
1.616	21.263	15.403
1.617	21.259	15.404
1.616	21.255	15.403
1.615	21.253	15.404
1.615	21.252	15.401
1.614	21.248	15.404
1.611	21.225	15.406
1.611	21.248	15.404
1.610	21.246	15.404
1.610	21.243	15.406
1.610	21.244	15.406
1.609	21.240	15.406
1.609	21.239	15.405
1.608	21.237	15.407
1.608	21.237	15.406
1.608	21.226	15.406
1.607	21.218	15.406
1.607	21.235	15.410
1.605	21.232	15.407
1.604	21.231	15.411
1.604	21.228	15.407
1.602	21.227	15.409
1.602	21.225	15.409
1.602	21.223	15.408
1.600	21.212	15.408
1.598	21.195	15.413
1.598	21.219	15.412
1.598	21.216	15.410
1.598	21.216	15.410
1.598	21.215	15.411
1.598	21.213	15.412
1.598	21.214	15.413
1.597	21.210	15.411
1.597	21.207	15.411
1.596	21.184	15.414
1.595	21.198	15.413
1.595	21.204	15.414
1.592	21.202	15.413
1.591	21.198	15.414
1.592	21.197	15.415
1.592	21.196	15.416
1.590	21.192	15.414
1.590	21.191	15.415
1.589	21.179	15.417
1.589	21.169	15.416
1.587	21.185	15.417
1.587	21.185	15.417
1.587	21.183	15.413
1.586	21.182	15.416
1.585	21.179	15.417
1.583	21.173	15.419
1.582	21.171	15.420
1.582	21.169	15.417
1.583	21.150	15.418
1.582	21.163	15.419
1.581	21.170	15.418
1.580	21.169	15.420
1.580	21.169	15.420
1.581	21.170	15.421
1.581	21.169	15.418
1.580	21.169	15.419
1.581	21.169	15.419
1.580	21.168	15.420
1.580	21.162	15.423
1.580	21.144	15.421
1.580	21.167	15.425
1.578	21.165	15.419
1.578	21.162	15.423
1.578	21.161	15.423
1.577	21.160	15.421
1.575	21.155	15.426
1.573	21.150	15.422
1.573	21.129	15.422
1.573	21.137	15.423
1.573	21.149	15.424
1.573	21.147	15.424
1.572	21.148	15.424
1.571	21.143	15.425
1.570	21.143	15.423
1.570	21.143	15.428
1.569	21.141	15.427
1.569	21.134	15.425
1.569	21.117	15.426
1.568	21.138	15.427
1.568	21.137	15.425
1.567	21.136	15.425
1.567	21.136	15.425
1.568	21.134	15.428
1.568	21.134	15.427
1.567	21.130	15.427
1.566	21.128	15.426
1.567	21.107	15.426
1.566	21.119	15.429
1.566	21.126	15.429
1.566	21.125	15.429
1.566	21.127	15.428
1.567	21.123	15.428
1.566	21.122	15.427
1.566	21.120	15.429
1.565	21.118	15.427
1.565	21.110	15.426
1.563	21.093	15.428
1.563	21.113	15.428
1.560	21.106	15.428
1.560	21.104	15.430
1.559	21.099	15.427
1.558	21.099	15.430
1.557	21.095	15.431
1.556	21.090	15.432
1.556	21.086	15.429
1.554	21.082	15.430
1.554	21.071	15.431
1.552	21.055	15.429
1.551	21.069	15.430
1.550	21.065	15.429
1.550	21.059	15.428
1.549	21.057	15.429
1.548	21.056	15.432
1.548	21.051	15.432
1.548	21.044	15.428
1.548	21.030	15.432
1.548	21.052	15.432
1.548	21.051	15.430
1.547	21.049	15.433
1.546	21.047	15.431
1.546	21.045	15.435
1.547	21.041	15.432
1.545	21.034	15.433
1.546	21.036	15.433
1.544	21.033	15.431
1.544	21.023	15.434
